ID,NAME,LAT,LONG,STATE,POPULATION,OCEAN
796,East Helena,-111.91555,46.58966,MT,1984,False
771,McDonald,-80.23478,40.3709,PA,2149,False
798,Butler,-84.23825,32.55709,GA,1972,False
144,Providence,-71.41283,41.82399,RI,179207,False
783,Gold Bar,-121.69706,47.85677,WA,2075,False
819,Bedford,-73.64374,41.20426,NY,1834,False
864,Whately,-72.63481,42.43981,MA,1600,False
841,Twin Lake,-86.16478,43.36279,MI,1720,False
866,Lake Ozark,-92.6388,38.19864,MO,1586,False
143,Spring Valley,-115.245,36.10803,NV,178395,False
807,Hyde Park,-73.93319,41.78482,NY,1908,False
846,Annandale,-74.88128,40.64093,NJ,1695,False
829,Arroyo Seco,-105.56918,36.51669,NM,1785,False
811,Fisher,-88.35005,40.31476,IL,1881,False
850,West Unity,-84.43495,41.58616,OH,1671,False
780,Colfax,-93.2452,41.67777,IA,2093,False
1111,Snowmass Village,-106.93782,39.21304,CO,2916,False
824,Central Valley,-74.12098,41.33176,NY,1810,False
827,Braham,-93.17078,45.72274,MN,1793,False
809,Rainier,-122.93594,46.089,OR,1895,False
851,Clarendon,-91.31374,34.69315,AR,1664,False
801,Orchard Hills,-79.53143,40.58618,PA,1952,False
774,Sussex,-74.60766,41.20982,NJ,2130,False
863,Warsaw,-91.4346,40.35921,IL,1607,False
803,Bruce,-89.34896,33.99206,MS,1939,False
437,Plymouth,-87.97704,43.74861,WI,8445,False
791,Manchester,-83.60936,38.68813,OH,2023,False
488,Hillsboro,-83.61159,39.20229,OH,6605,False
800,Martinsburg,-78.32418,40.31119,PA,1958,False
770,Elgin,-98.29227,34.78035,OK,2156,False
834,Wakarusa,-86.02083,41.53616,IN,1758,False
790,Bristol,-73.07901,44.13339,VT,2030,False
861,Salisbury,-92.80158,39.42392,MO,1618,False
797,Lancaster Mill,-80.79479,34.70931,SC,1978,False
806,Gwinn,-87.44097,46.28106,MI,1917,False
810,Silver Bay,-91.25739,47.29436,MN,1887,False
854,Dunsmuir,-122.27195,41.20821,CA,1650,False
813,Parkersburg,-92.78686,42.57748,IA,1870,False
1118,Erie,-80.08506,42.12922,PA,99475,False
900,Walnut Cove,-80.14171,36.29541,NC,1425,False
838,River Heights,-111.82133,41.7216,UT,1734,False
876,Dayton,-78.93864,38.41485,VA,1530,False
904,Appleton,-96.01977,45.19691,MN,1412,False
853,Cascade-Chipita Park,-105.00237,38.94354,CO,1655,False
901,Cedar Glen Lakes,-74.39987,39.95234,NJ,1421,False
903,Nellieburg,-88.77727,32.40681,MS,1414,False
908,Faxon,-76.97719,41.24841,PA,1395,False
857,East Brooklyn,-71.89729,41.79677,CT,1638,False
843,Manchester,-77.23026,42.96979,NY,1709,False
873,Winchester,-90.5279,38.59033,MO,1547,False
847,Manson,-94.53414,42.52914,IA,1690,False
146,Grand Prairie,-96.99778,32.74596,TX,187809,False
860,Bartlett,-97.42556,30.79491,TX,1623,False
896,Montague,-122.5278,41.7282,CA,1443,False
825,West Liberty,-83.75577,40.25228,OH,1805,False
878,Victory Gardens,-74.54238,40.87593,NJ,1520,False
858,Lone Star,-95.38773,33.78566,TX,1631,False
848,Maury,-77.58608,35.48211,NC,1685,False
818,Lockney,-101.44155,34.12452,TX,1842,False
921,Hayfield,-92.84769,43.89052,MN,1340,False
885,Ames Lake,-121.96623,47.63288,WA,1486,False
910,Oakport,-96.77897,46.93191,MN,1387,False
906,Helena,-98.27007,36.54614,OK,1403,False
1117,Oberlin,-82.21738,41.29394,OH,8350,False
840,Lancaster,-71.56925,44.48895,NH,1725,False
883,Porter,-70.93256,43.79591,ME,1495,False
911,Charlemont,-72.86982,42.62786,MA,1382,False
842,Cross Plains,-86.69611,36.54866,TN,1714,False
881,Norwood (historical),-93.92747,44.76802,MN,1506,False
845,De Kalb,-94.61632,33.50873,TX,1699,False
828,Jemez Pueblo,-106.72832,35.61422,NM,1788,False
909,Lewiston,-84.30557,44.8839,MI,1392,False
899,Webb,-85.27327,31.26045,AL,1430,False
888,Markesan,-88.99011,43.7072,WI,1476,False
889,Menard,-99.78646,30.91767,TX,1471,False
823,Sour Lake,-94.41102,30.14021,TX,1813,False
897,Honeyville,-112.07939,41.63854,UT,1441,False
898,Dover,-72.80399,42.94369,VT,1437,False
839,Lester Prairie,-94.04164,44.88385,MN,1730,False
887,Edgar,-89.96346,44.92719,WI,1479,False
855,Gaston,-81.10093,33.8171,SC,1645,False
836,Harlan,-83.32185,36.84314,KY,1745,False
1121,Pulaski County,-92.3118,34.76993,AR,382748,False
1119,Marianna,-90.75761,34.77371,AR,3766,False
1128,Whatcom County,-121.87283,48.82975,WA,201140,False
961,Lincoln,-93.33465,38.39086,MO,1190,False
869,Tornillo,-106.08831,31.4454,TX,1568,False
877,Marathon,-89.8404,44.92913,WI,1524,False
956,Pigeon,-83.26996,43.83002,MI,1208,False
954,Victoria,-99.1476,38.85279,KS,1214,False
1125,Shavano Park,-98.55252,29.58495,TX,3527,False
963,Memphis,-82.76881,42.89642,MI,1183,False
886,Wilson,-110.87521,43.50076,WY,1482,False
918,Rapid City,-85.28256,44.83445,MI,1352,False
874,Roxana,-90.07622,38.84838,IL,1542,False
893,Glade Spring,-81.77123,36.79122,VA,1456,False
912,Philmont,-73.65318,42.24842,NY,1379,False
950,Lecompte,-92.40041,31.09463,LA,1227,False
884,Utica,-82.93154,34.67816,SC,1489,False
945,Gasport,-78.57614,43.19922,NY,1248,False
1127,Sapulpa,-96.11417,35.9987,OK,20579,False
959,Mantorville,-92.75575,44.06913,MN,1197,False
940,Avondale,-75.78327,39.82344,PA,1265,False
964,Yorkshire,-78.4728,42.53006,NY,1180,False
957,Avonia,-80.26979,42.04561,PA,1205,False
919,Woodacre,-122.64526,38.0127,CA,1348,False
960,Bellefonte,-75.50936,39.76622,DE,1193,False
948,Henry Fork,-79.87031,36.96625,VA,1234,False
947,Medford,-93.24632,44.17413,MN,1239,False
1124,Northfield,-93.1616,44.4583,MN,20380,False
946,Fort Totten,-98.9929,47.98,ND,1243,False
915,Blair,-91.23516,44.2944,WI,1366,False
490,Metropolis,-88.732,37.15117,IL,6537,False
966,Apple Creek,-81.8393,40.75172,OH,1173,False
969,Esther,-90.49874,37.85033,MO,1161,False
958,Edmore,-85.03863,43.40809,MI,1201,False
916,Midtown,-84.5641,35.87952,TN,1360,False
882,MacArthur,-81.2126,37.75845,WV,1500,False
1123,West Stockbridge,-73.36622,42.34592,MA,1441,False
1129,Morrisville,-78.82556,35.82348,NC,23820,False
872,Bracey,-78.14305,36.59959,VA,1554,False
936,Laingsburg,-84.35136,42.89031,MI,1283,False
944,Wallis,-96.06524,29.63135,TX,1252,False
955,Do̱a Ana,-106.8139,32.38954,NM,1211,False
943,Columbine Valley,-105.03221,39.6011,CO,1256,False
890,Manson,-120.15841,47.88486,WA,1468,False
891,East Lexington,-79.42532,37.79291,VA,1463,False
942,Spencerville,-108.05813,36.82,NM,1258,False
157,Rancho Cucamonga,-117.59311,34.1064,CA,175236,False
161,Tempe,-111.90931,33.41477,AZ,175826,False
618,Cayuga Heights,-76.48776,42.4601,NY,3729,False
977,New Matamoras,-81.06705,39.52452,OH,1135,False
924,Dooms,-78.85752,38.10902,VA,1327,False
1000,Circle,-105.59222,47.41667,MT,615,False
995,Millington,-83.52968,43.28141,MI,1072,False
994,Odin,-89.05229,38.61727,IL,1076,False
160,Vancouver,-122.66149,45.63873,WA,172860,False
998,Gerber,-122.15027,40.05627,CA,1060,False
653,Northwest Harwinton,-73.07922,41.77685,CT,3252,False
979,Paradise,-76.12857,40.00982,PA,1129,False
953,Friendship,-78.13751,42.20646,NY,1218,False
939,Buffalo,-90.72347,41.45642,IA,1270,False
993,Altamont,-95.29719,37.19034,KS,1080,False
930,Kittredge,-105.29971,39.65471,CO,1304,False
932,North Apollo,-79.5556,40.59618,PA,1297,False
929,Lakeside,-97.49335,32.82235,TX,1307,False
949,Carnuel,-106.45725,35.06394,NM,1232,False
511,Raleigh Hills,-122.76204,45.48067,OR,5896,False
1130,Anderson,-85.68025,40.10532,IN,55305,False
997,Terry,-90.29426,32.09626,MS,1063,False
976,San Antonio,-82.27453,28.33611,FL,1138,False
644,Polkton,-80.20089,35.00765,NC,3375,False
970,Sykesville,-78.82225,41.05034,PA,1157,False
975,Whitefield,-71.61008,44.37312,NH,1142,False
600,Mount Plymouth,-81.53313,28.80805,FL,4011,False
934,Heppner,-119.5578,45.35318,OR,1291,False
982,Mountainaire,-111.66599,35.08529,AZ,1119,False
574,Mount Pleasant,-79.54115,40.14896,PA,4454,False
973,Guernsey,-104.74163,42.26969,WY,1147,False
971,Speers,-79.87977,40.12452,PA,1154,False
987,Coldstream,-85.52385,38.31479,KY,1100,False
992,Gorman,-98.67061,32.21375,TX,1083,False
117,North Glendale,-118.26452,34.16056,CA,203201,False
175,Palmdale,-118.11646,34.57943,CA,158351,False
162,Springfield,-93.29824,37.21533,MO,166810,False
542,Williams,-122.14942,39.15461,CA,5123,False
544,Shenandoah,-76.20077,40.82037,PA,5071,False
931,Munday,-99.62286,33.44926,TX,1300,False
951,Kenwood,-94.98579,36.31453,OK,1224,False
720,Dawsonville,-84.11908,34.42121,GA,2536,False
999,Morrisonville,-89.45565,39.42005,IL,1056,False
159,Ontario,-117.65089,34.06334,CA,171214,False
935,Waukomis,-97.89811,36.28031,OK,1286,False
974,Andover,-80.5723,41.60672,OH,1145,False
990,Peach Springs,-113.42549,35.52916,AZ,1090,False
69,Cincinnati,-84.51439,39.12711,OH,296943,False
135,Grand Rapids,-85.66809,42.96336,MI,195097,False
37,Nashville,-86.78444,36.16589,TN,530852,False
64,Santa Ana,-119.33011,34.41138,CA,0,False
688,Horseheads North,-76.80782,42.19278,NY,2843,False
74,Meads,-82.70905,38.41258,KY,288649,False
75,Toledo,-83.55521,41.66394,OH,287208,False
923,Spring Grove,-91.63598,43.56108,MN,1330,False
1136,Godfrey,-90.18678,38.9556,IL,17759,False
165,Eugene,-123.08675,44.05207,OR,163460,False
631,Norwood Young America,-93.92163,44.77357,MN,3549,False
199,Pasadena,-118.14452,34.14778,CA,137122,False
20,Fort Worth,-97.32085,32.72541,TX,833319,False
496,Iowa Park,-98.66867,33.95148,TX,6355,False
598,Pocola,-94.478,35.23121,OK,4056,False
761,Four Seasons,-92.71102,38.19809,MO,2217,False
72,Stockton,-121.29078,37.9577,CA,305658,False
60,West Raleigh,-78.66389,35.78682,NC,338759,False
1135,Los Altos Hills,-122.13746,37.37966,CA,8419,False
989,Russiaville,-86.27138,40.41754,IN,1094,False
996,Caldwell,-97.60699,37.03225,KS,1068,False
137,Salt Lake City,-111.89105,40.76078,UT,192672,False
167,Salem,-123.0351,44.9429,OR,164549,False
652,Centerville,-79.97561,40.04535,PA,3263,False
980,Big Rock,-88.54702,41.76392,IL,1126,False
115,Richmond,-77.46026,37.55376,VA,220289,False
222,Eden Prairie,-93.47079,44.85469,MN,60797,False
111,Spokane,-117.42908,47.65966,WA,208916,False
674,Hillsboro,-97.20447,38.35196,KS,2993,False
73,Ironville,-82.69238,38.45647,KY,288649,False
221,Utica,-75.23266,43.1009,NY,62235,False
1134,Frederick County,-78.26258,39.20456,VA,78305,False
170,East Chattanooga,-85.24912,35.06535,TN,154024,False
33,Las Vegas,-115.13722,36.17497,NV,583756,False
32,Portland,-122.67621,45.52345,OR,632309,False
18,Austin,-97.74306,30.26715,TX,931830,False
22,Detroit,-83.04575,42.33143,MI,677116,False
169,Peoria,-112.23738,33.5806,AZ,171237,False
34,Oklahoma City,-97.51643,35.46756,OK,631346,False
118,Modesto,-120.99688,37.6391,CA,201165,False
1137,Martinez,-122.13413,38.01937,CA,38137,False
1140,Clinton County,-84.60152,42.94365,MI,75382,False
717,Winters,-99.96231,31.95653,TX,2562,False
63,Aurora,-104.83192,39.72943,CO,359407,False
116,Des Moines,-93.60911,41.60054,IA,210330,False
225,Dubuque,-90.66457,42.50056,IA,58799,False
110,San Bernardino,-117.28977,34.10834,CA,216108,False
120,Shreveport,-93.75018,32.52515,LA,197204,False
123,Aurora,-88.32007,41.76058,IL,200661,False
112,Gilbert,-111.78903,33.35283,AZ,247542,False
1147,Roswell,-84.36159,34.02316,GA,94501,False
1145,St. Louis,-90.19789,38.62727,MO,315685,False
76,Saint Paul,-93.09327,44.94441,MN,285068,False
385,Endwell,-76.02103,42.11285,NY,11446,False
765,Wellington,-100.21373,34.85617,TX,2189,False
314,Southbridge,-72.03341,42.0751,MA,19030,False
1141,Wharton,-96.10274,29.31164,TX,8726,False
1148,Elmhurst,-87.94034,41.89947,IL,45957,False
491,Plattsmouth,-95.88223,41.01139,NE,6502,False
279,American Fork,-111.79576,40.3769,UT,26263,False
65,St Louis,-90.19789,38.62727,MO,315685,False
119,Fayetteville,-78.87836,35.05266,NC,201963,False
194,Naperville,-88.14729,41.78586,IL,147100,False
763,Helper,-110.85461,39.68413,UT,2201,False
3,Chicago,-87.65005,41.85003,IL,2720546,False
602,Westover,-79.96979,39.63453,WV,3983,False
1144,Blacksburg,-79.3192,37.81874,VA,0,False
730,Bloomington,-96.89249,28.64777,TX,2459,False
603,Chester,-74.27126,41.36259,NY,3969,False
1146,Granite City,-90.14872,38.70144,IL,29054,False
546,Creswell,-123.02453,43.9179,OR,5031,False
335,Streetsboro,-81.34594,41.23922,OH,16028,False
313,Newton,-97.34504,38.04668,KS,19132,False
498,Garrett,-85.13553,41.34949,IN,6286,False
58,Bakersfield,-119.01871,35.37329,CA,373640,False
612,Sewickley,-80.1845,40.53646,PA,3827,False
452,Dexter,-89.95787,36.79589,MO,7864,False
353,West Park,-80.19894,25.98454,FL,14156,False
268,Raytown,-94.46356,39.00862,MO,29526,False
708,Eielson Air Force Base,-147.05442,64.66327,AK,2647,False
1149,Woodland,-121.7733,38.67852,CA,58567,False
31,Milwaukee,-87.90647,43.0389,WI,600155,False
21,Charlotte,-80.84313,35.22709,NC,731424,False
114,Montgomery,-86.29997,32.36681,AL,205764,False
978,Hilbert,-88.16399,44.14027,WI,1132,False
817,Olathe,-107.98229,38.60499,CO,1849,False
764,Wrightsville,-82.71986,32.72933,GA,2195,False
547,Shady Hollow,-97.86223,30.16493,TX,5004,False
307,South Saint Paul,-93.03494,44.89274,MN,20160,False
729,Ravensworth,-77.22054,38.804,VA,2466,False
727,Everson,-122.34266,48.92012,WA,2481,False
439,Orrville,-81.76402,40.84367,OH,8380,False
1158,Shawnee,-96.9253,35.32729,OK,31286,False
213,Bend,-121.31531,44.05817,OR,87014,False
205,Richardson,-96.72972,32.94818,TX,110815,False
494,Carbondale,-107.21116,39.40221,CO,6670,False
203,Arvada,-105.08748,39.80276,CO,115368,False
217,Iowa City,-91.53017,41.66113,IA,67862,False
985,Greenville,-71.8123,42.76731,NH,1108,False
1154,Palm Desert,-116.37697,33.72255,CA,51869,False
185,Kansas City,-94.62746,39.11417,KS,151306,False
835,Bladenboro,-78.78752,34.53878,NC,1750,False
892,Grand Canyon,-112.13934,36.05443,AZ,1460,False
981,Milesburg,-77.785,40.94173,PA,1123,False
837,Searles Valley,-117.40395,35.76745,CA,1739,False
821,Fort Fairfield,-67.83391,46.77227,ME,1825,False
208,Sandy Hills,-111.85077,40.58106,UT,89575,False
927,Black Creek,-88.45066,44.47749,WI,1316,False
701,Cohasset,-93.62022,47.26356,MN,2698,False
660,West Portsmouth,-83.02906,38.75841,OH,3149,False
937,Como,-89.93981,34.51066,MS,1279,False
601,Greencastle,-77.72777,39.79037,PA,3996,False
218,Warner Robins,-83.5999,32.62098,GA,66588,False
1157,Trenton,-74.74294,40.21705,NJ,84225,False
822,Sodus,-77.06136,43.23784,NY,1819,False
779,Taylorsville,-81.17647,35.9218,NC,2098,False
984,Marmaduke,-90.38316,36.18701,AR,1111,False
986,Harleigh,-75.97131,40.98064,PA,1104,False
397,Snoqualmie,-121.82539,47.52871,WA,13169,False
832,Livingston,-90.74787,30.50213,LA,1769,False
493,Nuevo,-117.14587,33.80141,CA,6447,False
880,Ackerman,-89.17284,33.31012,MS,1510,False
983,Cando,-99.20986,48.48667,ND,1115,False
928,Elgin,-80.79425,34.17098,SC,1311,False
926,Kings Mills,-84.24855,39.35561,OH,1319,False
195,Dayton,-84.19161,39.75895,OH,140599,False
1156,West Hartford,-72.74204,41.76204,CT,63268,False
166,Pembroke Pines,-80.22394,26.00315,FL,166611,False
192,Lakewood,-105.08137,39.70471,CO,152597,False
879,Albion,-80.36645,41.89061,PA,1516,False
174,Rockford,-89.094,42.27113,IL,152871,False
191,Escondido,-117.08642,33.11921,CA,151451,False
152,Santa Rosa,-122.71443,38.44047,CA,167815,False
212,Hemet,-116.97307,33.74761,CA,78657,False
548,Stafford Springs,-72.3023,41.95426,CT,4988,False
128,Little Rock,-92.28959,34.74648,AR,197992,False
173,Elk Grove,-121.37162,38.4088,CA,166913,False
1166,White Bear Lake,-93.00994,45.08469,MN,25205,False
782,Lake City,-90.43427,35.81619,AR,2082,False
524,Milton,-88.944,42.77556,WI,5546,False
581,Saint Robert,-92.17767,37.8281,MO,4340,False
398,Verona,-89.53318,42.99083,WI,10619,False
617,Venersborg,-122.42454,45.77373,WA,3745,False
404,Fairview Shores,-81.39424,28.59111,FL,10239,False
965,Newark,-91.44152,35.70174,AR,1176,False
767,Buena Vista,-84.51714,32.31904,GA,2173,False
925,Erin,-87.69474,36.31839,TN,1324,False
462,Demopolis,-87.8364,32.51764,AL,7483,False
1163,Chico,-121.83748,39.72849,CA,90316,False
68,Riverside,-117.39616,33.95335,CA,322424,False
108,Birmingham,-86.80249,33.52066,AL,212461,False
1161,Wisconsin Rapids,-89.81735,44.38358,WI,17897,False
550,Rainsville,-85.84775,34.49425,AL,4948,False
399,Waynesboro,-77.57777,39.75593,PA,10568,False
210,Clifton,-74.16376,40.85843,NJ,84136,False
1167,Groesbeck,-96.53387,31.52434,TX,4304,False
141,Huntsville,-86.58594,34.7304,AL,190582,False
311,Hazel Dell,-122.66288,45.67151,WA,19435,False
206,Compton,-118.22007,33.89585,CA,96455,False
315,El Dorado,-92.66627,33.20763,AR,18884,False
639,Newport,-93.00049,44.86636,MN,3435,False
171,Sioux Falls,-96.70033,43.54997,SD,171544,False
262,Westmont,-118.3023,33.9414,CA,31853,False
766,Greenfield,-88.80062,36.1534,TN,2182,False
66,Pittsburgh,-79.99589,40.44062,PA,304391,False
202,Provo,-111.65853,40.23384,UT,112488,False
200,Olathe,-94.81913,38.8814,KS,125872,False
1160,Lancaster,-78.67031,42.90061,NY,10258,False
15,Indianapolis,-86.15804,39.76838,IN,829718,False
149,Overland Park,-94.67079,38.98223,KS,173372,False
1165,Roseville,-93.15661,45.00608,MN,35580,False
347,Cullman,-86.84361,34.17482,AL,14775,False
365,Eufaula,-85.14549,31.89127,AL,13137,False
431,Asbury Lake,-81.82149,30.04913,FL,8700,False
460,Park City,-87.88424,42.34836,IL,7570,False
480,Tyrone,-84.59715,33.47123,GA,6879,False
557,Auburn,-89.74649,39.59172,IL,4771,False
697,Mountain View,-92.11765,35.86841,AR,2748,False
70,Lexington-Fayette,-84.45855,38.0498,KY,314488,False
815,Morris,-86.8086,33.74816,AL,1859,False
914,Muniz,-98.08945,26.25646,TX,1370,False
972,Erie,-95.24331,37.56811,KS,1150,False
254,Hot Springs,-93.05518,34.5037,AR,35635,False
176,Corona,-117.56644,33.87529,CA,164226,False
134,Sunrise Manor,-115.07306,36.21108,NV,189372,False
153,Chattanooga,-85.30968,35.04563,TN,176588,False
36,Albuquerque,-106.65114,35.08449,NM,559121,False
214,Arlington Heights,-87.98063,42.08836,IL,75101,False
231,Hendersonville,-86.62,36.30477,TN,51372,False
232,South Jordan,-111.92966,40.56217,UT,50418,False
275,Dodge City,-100.01708,37.7528,KS,27340,False
338,Avon Center,-82.01959,41.45976,OH,15724,False
343,Johnson City,-75.95881,42.11563,NY,15174,False
453,Creston,-94.36135,41.0586,IA,7834,False
482,Hornsby Bend,-97.58333,30.24743,TX,6791,False
492,Truth or Consequences,-107.25281,33.1284,NM,6475,False
521,Aberdeen,-88.54366,33.82511,MS,5612,False
628,Bawcomville,-92.16736,32.47042,LA,3588,False
650,Mount Angel,-122.80009,45.0679,OR,3286,False
657,Sandia Heights,-106.49141,35.17699,NM,3193,False
690,Heber-Overgaard,-110.56956,34.41414,AZ,2822,False
737,Marshville,-80.36701,34.98849,NC,2402,False
789,New Chicago,-87.27448,41.55837,IN,2035,False
820,Stephens City,-78.21806,39.08344,VA,1829,False
859,Murphy,-84.03463,35.08758,NC,1627,False
894,Springfield,-102.61436,37.40835,CO,1451,False
933,Woodbury Center,-73.20476,41.54453,CT,1294,False
1170,Orange County,-74.30557,41.40214,NY,372813,False
1176,Tamarac,-80.24977,26.21286,FL,64681,False
1171,Petaluma,-122.63665,38.23242,CA,60438,False
1180,Rio Grande City,-98.8203,26.37979,TX,14404,False
1179,Alliance,-81.10593,40.91534,OH,22055,False
1168,Tyler,-95.30106,32.35126,TX,103700,False
1175,Mount Shasta,-122.31225,41.31024,CA,3296,False
1177,San Miguel County,-108.40583,38.00374,CO,7359,False
1178,Danville,-121.99996,37.82159,CA,44400,False
1169,Nogales,-110.93425,31.34038,AZ,20252,False
1172,Red Lodge,-109.24682,45.18578,MT,2222,False
1183,Miramar,-80.23227,25.98731,FL,137132,False
1202,Rowlett,-96.56388,32.9029,TX,60236,False
1222,Denton,-97.13307,33.21484,TX,131044,False
1221,Batesville,-91.64097,35.7698,AR,10668,False
81,Lincoln,-96.66696,40.8,NE,277348,False
1200,Pea Ridge,-91.33679,33.92066,AR,2879,False
1215,Oshkosh,-88.54261,44.02471,WI,66555,False
1226,Leon County,-84.27788,30.45804,FL,275487,False
1188,Irving,-96.97224,32.89869,TX,0,False
190,Fort Collins,-105.08442,40.58526,CO,161175,False
1213,Spartanburg,-81.93205,34.94957,SC,37867,False
1210,Onondaga County,-76.19464,43.0058,NY,467026,False
1199,San Joaquin County,-121.27145,37.93478,CA,685306,False
1225,Sandpoint,-116.55325,48.27659,ID,7835,False
1208,Webster,-95.11826,29.53773,TX,11116,False
1209,Jonesboro,-90.70428,35.8423,AR,73907,False
101,Hialeah,-80.27811,25.8576,FL,237069,False
1195,West Sacramento,-121.53023,38.58046,CA,52721,False
1186,Ashland,-90.8838,46.59244,WI,8040,False
1198,Monterey Park,-118.12285,34.06251,CA,61468,False
1212,Lake Oswego,-122.67065,45.42067,OR,38496,False
1223,The Woodlands,-95.48938,30.15799,TX,93847,False
1230,Monroe,-80.54951,34.98543,NC,34623,False
1185,Bellaire,-95.45883,29.70579,TX,18518,False
1189,Blue Lake,-123.98395,40.88291,CA,1252,False
1206,Texarkana,-94.03769,33.44179,AR,30353,False
1218,University City,-90.30928,38.65588,MO,35058,False
1196,Prince William County,-77.47766,38.70167,VA,402002,False
1214,Shutesbury,-72.40981,42.45648,MA,1842,False
1224,Santa Fe,-105.9378,35.68698,NM,84099,False
1229,Waltham,-71.23561,42.37649,MA,63378,False
1192,Kalamazoo,-85.58723,42.29171,MI,76041,False
1205,Whitney Point,-75.9677,42.32896,NY,941,False
1236,Shelby County,-89.8956,35.184,TN,927644,False
1266,La Grange Park,-87.86173,41.83475,IL,13608,False
95,Baton Rouge,-91.15455,30.45075,LA,228590,False
1272,Nyack,-73.91791,41.09065,NY,7004,False
1274,Sealy,-96.15718,29.78079,TX,6403,False
1249,Thousand Oaks,-118.83759,34.17056,CA,129339,False
1270,Lucas County,-83.46826,41.68419,OH,441815,False
1238,Stillwater,-97.05837,36.11561,OK,48967,False
1241,Apple Valley,-117.18588,34.50083,CA,72174,False
1234,Dutchess County,-73.74286,41.76515,NY,297488,False
1244,Franklin,-86.86889,35.92506,TN,72639,False
1257,Nassau,-73.61012,42.51591,NY,1124,False
1277,Anacortes,-122.61267,48.5126,WA,16403,False
1267,Whitefish,-114.33763,48.41108,MT,7073,False
1269,Falls Church,-77.17109,38.88233,VA,13892,False
1247,Meridian,-84.36358,42.68976,MI,0,False
1253,Forest Hill,-95.81802,33.65121,TX,0,False
1252,Flagstaff,-111.65127,35.19807,AZ,70320,False
138,Tallahassee,-84.28073,30.43826,FL,189907,False
1278,Lake County,-81.7113,28.76147,FL,297052,False
1243,Round Rock,-97.6789,30.50826,TX,115997,False
1251,Sugar Land,-95.63495,29.61968,TX,88156,False
1245,Highland Park,-75.10795,39.88872,NJ,0,False
1250,Fredericksburg,-77.46054,38.30318,VA,28118,False
1271,Tracy,-121.42618,37.73987,CA,87075,False
354,Williamsburg,-76.70746,37.2707,VA,15052,False
1248,Cookeville,-85.50164,36.16284,TN,32113,False
1242,Hoffman Estates,-88.0798,42.04281,IL,52138,False
142,Knoxville,-83.92074,35.96064,TN,185291,False
1240,Abilene,-99.73314,32.44874,TX,121721,False
1254,Temple,-97.34278,31.09823,TX,72277,False
1255,Chatham,-73.59484,42.36425,NY,1696,False
1258,Ludwigs Corner,-75.69354,40.11566,PA,0,False
1256,Croton-on-Hudson,-73.89125,41.20843,NY,8269,False
1239,Corsicana,-96.46887,32.09543,TX,23952,False
1263,Owensboro,-87.11333,37.77422,KY,59042,False
1235,Lansdowne,-75.27185,39.93817,PA,10639,False
1287,Scotts Bluff County,-103.70795,41.85061,NE,36970,False
1306,Rohnert Park,-122.7011,38.33964,CA,42407,False
1329,Yountville,-122.36081,38.40158,CA,3017,False
1313,De Pere,-88.06038,44.44888,WI,24724,False
1314,Orange County,-81.32348,28.51442,FL,1145956,False
1299,Waco,-97.14667,31.54933,TX,132356,False
1294,Seminole County,-81.2363,28.71698,FL,422718,False
1288,San Rafael,-118.23369,34.15973,CA,0,False
1322,Yolo County,-121.90162,38.68665,CA,200849,False
1284,Morgan Hill,-121.65439,37.1305,CA,42948,False
1295,Weston,-80.39977,26.10037,FL,69959,False
1300,East Baton Rouge Parish,-91.09562,30.53824,LA,440171,False
1304,Brazoria County,-95.43426,29.16783,TX,313166,False
1319,Benton,-92.58683,34.56454,AR,34177,False
7,Philadelphia,-75.16379,39.95233,PA,1567442,False
1323,Rochester,-70.97562,43.30453,NH,30038,False
1324,Sheffield Lake,-82.10154,41.48754,OH,9026,False
1303,Albany County,-73.97356,42.60018,NY,304204,False
1321,Camden,-75.11962,39.92595,NJ,76119,False
1292,Kettering,-84.16883,39.6895,OH,55525,False
1318,Gilford,-71.40674,43.54758,NH,7849,False
1302,Lawton,-98.39033,34.60869,OK,96655,False
1317,San Anselmo,-122.56164,37.97465,CA,12653,False
1291,Brentwood,-121.69579,37.93187,CA,58968,False
1328,Caroline,-76.39966,42.37118,NY,0,False
1308,Roeland Park,-94.63218,39.03751,KS,6827,False
1301,Belleville,-89.98399,38.52005,IL,42034,False
1320,Tompkins County,-76.47366,42.45202,NY,101564,False
1282,Shawnee,-94.72024,39.04167,KS,65046,False
83,Fort Wayne,-85.12886,41.1306,IN,260326,False
1289,College Station,-96.33441,30.62798,TX,107889,False
1311,San Ramon,-121.97802,37.77993,CA,76134,False
47,Colorado Springs,-104.82136,38.83388,CO,456568,False
1325,Frederick,-77.41054,39.41427,MD,69479,False
1285,Grand Traverse County,-85.5522,44.71624,MI,86986,False
1316,Klamath Falls,-121.78167,42.22487,OR,21399,False
1315,Greenville,-77.36635,35.61266,NC,90597,False
1378,Campbell,-121.94996,37.28717,CA,41117,False
1363,Albemarle County,-78.55654,38.02289,VA,98970,False
1375,Red Hook,-73.87541,41.99509,NY,1990,False
1339,Fuquay-Varina,-78.80001,35.58432,NC,23907,False
1370,Princeton,-74.65905,40.34872,NJ,29603,False
1334,Plymouth,-71.68813,43.75702,NH,4456,False
1347,Davie,-80.2331,26.06287,FL,100882,False
1332,Odessa,-102.36764,31.84568,TX,118968,False
1352,Claremont,-117.71978,34.09668,CA,36283,False
151,Garden Grove,-117.94145,33.77391,CA,175393,False
